-76.9284398,39.0132976,"ATM : 4869969818"
-77.0348221,38.9035738,"ATM : 4886566222"
-77.0018996,38.9997861,"ATM : 4957744298"
-77.0268227,38.891276,"ATM : 4988750712"
-77.0515134,38.8383104,"ATM : 5084362599"
-77.0869979,38.7106328,"ATM : 5133016938"
-76.9369288,38.9687949,"ATM : 5344050182"
-77.0391892,38.9028366,"ATM : 5351603132"
-77.0414704,38.9035682,"ATM : 5469828021"
-77.0800774,38.7743889,"ATM : 5553056215"
-77.0794005,38.7807982,"ATM : 5562784725"
-77.0820631,38.7946312,"ATM : 5589301166"
-77.0328865,38.9289016,"Bank of America"
-77.0513378,38.8477719,"ATM : 5682893232"
-77.0730514,38.8904288,"ATM : 5732963272"
-77.0686707,38.8962478,"ATM : 5733269621"
-76.9280964,39.015642,"ATM : 5893506826"
-76.9526862,38.9207074,"ATM : 6035726809"
-77.0705134,38.8973979,"ATM : 6051754813"
-77.0613617,38.8630149,"ATM : 6139435231"
-77.0889309,38.8900902,"ATM : 6141050589"
-77.0870884,38.8910558,"ATM : 6141050590"
-76.7347178,38.9801986,"ATM : 6152349367"
-77.083789,38.9563345,"ATM : 6204772191"
-77.0506176,38.8980989,"PNC"
-77.0463265,38.900385,"ATM : 6377143133"
-77.0412813,38.9011934,"ATM : 6378802385"
-77.0239976,38.9325344,"ATM : 6401476586"
-77.0143931,38.6588888,"ATM : 6416826231"
-76.9382259,38.9805407,"ATM : 6541131661"
-76.9376498,38.9819237,"ATM : 6541142594"
-77.0268514,38.9972648,"ATM : 6551304791"
-76.9335169,38.9924432,"ATM : 6573548977"
-76.9334807,38.9912846,"ATM : 6575600232"
-76.961789,38.9673592,"ATM : 6689775514"
-77.0217253,38.9010582,"ATM : 6742835845"
-77.0309509,38.994683,"ATM : 6766573605"
-76.9581919,38.8347874,"ATM : 6882312386"
-77.0675023,38.9155625,"ATM : 6910898453"
-77.0278421,38.8981264,"ATM : 6938304704"
